Unit of output:
,,distance=,miles
,,speed=,mph
,,energy=,1000 joule
,,CO2,NOX,CO,HC,PM,PM2.5=,g
 , , , , , ,network, , , , , , , , , , , , , ,sov, , , , , , , , , , , , , ,hov, , , , , , , , , , , , , ,truck, , , , , , , , , , , , , ,intermodal, , , , , , , , , , , , , ,passenger_car, , , , , , , , , , , , , ,passenger_truck, , , , , , , , , , , , , ,light_commercial, , , , , , , , , , , , , ,single_unit_long_truck, , , , , , , , , , , , , ,combination_long_truck, , , , , , , , , , , , , ,OD1, , , , , , , , , , , , , ,OD2, , , , , , , , , , , , , ,link_48_41_ NB freeway, , , , , , , , , , , , , , , , , , , , ,link_39_44_NB freeway, , , , , , , , , , , , , , , , , , , , ,'Path1_Major freeway route, , , , , , , , , , , , , ,for all demand types, , , , , , , , , , , , , ,critical link list, , , , , , , , , , , , , , , , , , , , ,critical OD list, , , , , , , , , , , , , ,
 , , , ,10, ,88666,8.8666e+06,3.42247,48.5451,4.23005,0,0,0,0,24423.7,0,0,0,0,88666,8.8666e+06,3.42247,48.5451,4.23005,0,0,0,0,24423.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.42247,48.5451,4.23005,0,0,0,0,24423.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.42247,48.5451,4.23005,0,0,0,0,24423.7,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.42247,48.5451,4.23005,0,0,0,0,24423.7,0,0,0,0,
 , , , ,11, ,88666,8.8666e+06,3.46986,44.144,4.71619,0,0,0,0,22607.8,0,0,0,0,88666,8.8666e+06,3.46986,44.144,4.71619,0,0,0,0,22607.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.46986,44.144,4.71619,0,0,0,0,22607.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.46986,44.144,4.71619,0,0,0,0,22607.8,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.46986,44.144,4.71619,0,0,0,0,22607.8,0,0,0,0,
 , , , ,12, ,88666,8.8666e+06,3.51529,41.0362,5.1398,0,0,0,0,21340.9,0,0,0,0,88666,8.8666e+06,3.51529,41.0362,5.1398,0,0,0,0,21340.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.51529,41.0362,5.1398,0,0,0,0,21340.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.51529,41.0362,5.1398,0,0,0,0,21340.9,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.51529,41.0362,5.1398,0,0,0,0,21340.9,0,0,0,0,
 , , , ,13, ,88666,8.8666e+06,3.54503,38.6505,5.50321,0,0,0,0,20374.8,0,0,0,0,88666,8.8666e+06,3.54503,38.6505,5.50321,0,0,0,0,20374.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.54503,38.6505,5.50321,0,0,0,0,20374.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.54503,38.6505,5.50321,0,0,0,0,20374.8,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.54503,38.6505,5.50321,0,0,0,0,20374.8,0,0,0,0,
 , , , ,14, ,88666,8.8666e+06,3.5549,37.067,5.75428,0,0,0,0,19733.9,0,0,0,0,88666,8.8666e+06,3.5549,37.067,5.75428,0,0,0,0,19733.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.5549,37.067,5.75428,0,0,0,0,19733.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.5549,37.067,5.75428,0,0,0,0,19733.9,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.5549,37.067,5.75428,0,0,0,0,19733.9,0,0,0,0,
 , , , ,15, ,88666,8.8666e+06,3.56407,35.2685,6.06332,0,0,0,0,18989.7,0,0,0,0,88666,8.8666e+06,3.56407,35.2685,6.06332,0,0,0,0,18989.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.56407,35.2685,6.06332,0,0,0,0,18989.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.56407,35.2685,6.06332,0,0,0,0,18989.7,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.56407,35.2685,6.06332,0,0,0,0,18989.7,0,0,0,0,
 , , , ,16, ,88666,8.8666e+06,3.55908,33.0961,6.45227,0,0,0,0,18071.6,0,0,0,0,88666,8.8666e+06,3.55908,33.0961,6.45227,0,0,0,0,18071.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55908,33.0961,6.45227,0,0,0,0,18071.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55908,33.0961,6.45227,0,0,0,0,18071.6,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55908,33.0961,6.45227,0,0,0,0,18071.6,0,0,0,0,
 , , , ,17, ,88666,8.8666e+06,3.55022,30.2768,7.03552,0,0,0,0,16880.8,0,0,0,0,88666,8.8666e+06,3.55022,30.2768,7.03552,0,0,0,0,16880.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55022,30.2768,7.03552,0,0,0,0,16880.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55022,30.2768,7.03552,0,0,0,0,16880.8,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55022,30.2768,7.03552,0,0,0,0,16880.8,0,0,0,0,
 , , , ,18, ,88666,8.8666e+06,3.55651,28.393,7.51559,0,0,0,0,16091.8,0,0,0,0,88666,8.8666e+06,3.55651,28.393,7.51559,0,0,0,0,16091.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55651,28.393,7.51559,0,0,0,0,16091.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55651,28.393,7.51559,0,0,0,0,16091.8,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.55651,28.393,7.51559,0,0,0,0,16091.8,0,0,0,0,
 , , , ,19, ,88666,8.8666e+06,3.57225,26.991,7.941,0,0,0,0,15516.2,0,0,0,0,88666,8.8666e+06,3.57225,26.991,7.941,0,0,0,0,15516.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.57225,26.991,7.941,0,0,0,0,15516.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.57225,26.991,7.941,0,0,0,0,15516.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.57225,26.991,7.941,0,0,0,0,15516.2,0,0,0,0,
 , , , ,20, ,88666,8.8666e+06,3.5874,26.0158,8.27359,0,0,0,0,15115.7,0,0,0,0,88666,8.8666e+06,3.5874,26.0158,8.27359,0,0,0,0,15115.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.5874,26.0158,8.27359,0,0,0,0,15115.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.5874,26.0158,8.27359,0,0,0,0,15115.7,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.5874,26.0158,8.27359,0,0,0,0,15115.7,0,0,0,0,
 , , , ,21, ,88666,8.8666e+06,3.59537,24.7759,8.70693,0,0,0,0,14591.2,0,0,0,0,88666,8.8666e+06,3.59537,24.7759,8.70693,0,0,0,0,14591.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.59537,24.7759,8.70693,0,0,0,0,14591.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.59537,24.7759,8.70693,0,0,0,0,14591.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.59537,24.7759,8.70693,0,0,0,0,14591.2,0,0,0,0,
 , , , ,22, ,88666,8.8666e+06,3.61173,23.8202,9.09749,0,0,0,0,14206.2,0,0,0,0,88666,8.8666e+06,3.61173,23.8202,9.09749,0,0,0,0,14206.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61173,23.8202,9.09749,0,0,0,0,14206.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61173,23.8202,9.09749,0,0,0,0,14206.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61173,23.8202,9.09749,0,0,0,0,14206.2,0,0,0,0,
 , , , ,23, ,88666,8.8666e+06,3.61276,23.2518,9.32254,0,0,0,0,13973.2,0,0,0,0,88666,8.8666e+06,3.61276,23.2518,9.32254,0,0,0,0,13973.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61276,23.2518,9.32254,0,0,0,0,13973.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61276,23.2518,9.32254,0,0,0,0,13973.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61276,23.2518,9.32254,0,0,0,0,13973.2,0,0,0,0,
 , , , ,24, ,88666,8.8666e+06,3.60504,22.4113,9.6515,0,0,0,0,13614.2,0,0,0,0,88666,8.8666e+06,3.60504,22.4113,9.6515,0,0,0,0,13614.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60504,22.4113,9.6515,0,0,0,0,13614.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60504,22.4113,9.6515,0,0,0,0,13614.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60504,22.4113,9.6515,0,0,0,0,13614.2,0,0,0,0,
 , , , ,25, ,88666,8.8666e+06,3.60511,22.0465,9.81141,0,0,0,0,13457.5,0,0,0,0,88666,8.8666e+06,3.60511,22.0465,9.81141,0,0,0,0,13457.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60511,22.0465,9.81141,0,0,0,0,13457.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60511,22.0465,9.81141,0,0,0,0,13457.5,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60511,22.0465,9.81141,0,0,0,0,13457.5,0,0,0,0,
 , , , ,26, ,88666,8.8666e+06,3.60464,21.5199,10.0502,0,0,0,0,13241.3,0,0,0,0,88666,8.8666e+06,3.60464,21.5199,10.0502,0,0,0,0,13241.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60464,21.5199,10.0502,0,0,0,0,13241.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60464,21.5199,10.0502,0,0,0,0,13241.3,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60464,21.5199,10.0502,0,0,0,0,13241.3,0,0,0,0,
 , , , ,27, ,88666,8.8666e+06,3.60988,21.4933,10.0772,0,0,0,0,13244.4,0,0,0,0,88666,8.8666e+06,3.60988,21.4933,10.0772,0,0,0,0,13244.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60988,21.4933,10.0772,0,0,0,0,13244.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60988,21.4933,10.0772,0,0,0,0,13244.4,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.60988,21.4933,10.0772,0,0,0,0,13244.4,0,0,0,0,
 , , , ,28, ,88666,8.8666e+06,3.61793,21.3019,10.1905,0,0,0,0,13186.2,0,0,0,0,88666,8.8666e+06,3.61793,21.3019,10.1905,0,0,0,0,13186.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61793,21.3019,10.1905,0,0,0,0,13186.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61793,21.3019,10.1905,0,0,0,0,13186.2,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.61793,21.3019,10.1905,0,0,0,0,13186.2,0,0,0,0,
 , , , ,29, ,88666,8.8666e+06,3.6241,21.4817,10.1224,0,0,0,0,13286.1,0,0,0,0,88666,8.8666e+06,3.6241,21.4817,10.1224,0,0,0,0,13286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6241,21.4817,10.1224,0,0,0,0,13286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6241,21.4817,10.1224,0,0,0,0,13286.1,0,0,0,0,0,0,0,0,0,0,0,88666,8.8666e+06,3.6241,21.4817,10.1224,0,0,0,0,13286.1,0,0,0,0,
