DTALite:
A Fast Open Source DTA Engine
Software Version =,1.1.0
Release Date=,May  4 2016
Simulation Date =,year: 2017,month:06,day:4,hour:22,min:12
----------------------AM----------------------
Signal Control Representation =,Continuous Flow with Link Capacity Constraint
Traffic Flow Model =,Point Queue Model
Assignment method=,MSA
 

User Defined Assignment Intervals==,32

# of Nodes=,104
# of Link Types=,12
# of Links=,296
# of Prohibited Movements=,0
# of Pretimed Signals=,50
# of Actuated Signals=,0
# of Zones=,19
# of Activity Locations=,19
# of Vehicle Types=,5
# of Demand Types=,4
# of Sensor Records=,0
Demand Load Mode=,demand meta databaseReading demand file,input_demand.csv,cumulative # of agents=,88666,


Demand multiplier in input_scenario_settings.csv file=,1
# of Vehicles to be simulated=,88666
# of Intra-zone Vehicles (not be simulated)=,0
Starting Time of Demand Loading (min)=,390
Ending Time of Demand Loading (min)=,570
Output Emission data=,YES
Output second by second speed data=,NO
Vehicle ID with second by second speed data=,0

--Link Type Statistics--
link_type,link_type_name,link_type_code,number_of_links,avg_lane_capacity,avg_number_of_lanes,avg_speed_limit,avg_link_length,avg_K_jam,total_link_length,
1,Freeway,f,64,1900,4.15625,60.1563,0.341497,180,21.8558,
2,Highway,h,0,0,0,0,0,0,0,
3,Principal arterial,a,71,1000,2.91549,30.3521,0.247586,180,17.5786,
4,Major arterial,a,51,1017.65,2.23529,18.2353,0.258141,180,13.1652,
5,Minor arterial,a,6,1000,2,30,0.06214,180,0.37284,
6,Collector,a,0,0,0,0,0,0,0,
7,Local,a,0,0,0,0,0,0,0,
8,Frontage road,a,0,0,0,0,0,0,0,
9,Ramp,r,58,1496.55,1.93103,52.7586,0.128337,180,7.44357,
10,Zonal connector,c,46,1000,2,10,0.241284,180,11.0991,
100,Transit link,t,0,0,0,0,0,0,0,
200,Walking link,w,0,0,0,0,0,0,0,
# of demand type code based toll records=0
# of link-based toll records=0
# of work zone records=0
# of VMS records=0
Assignment method=,Zone-based routing
Iteration #,CPU Running Time,Per Iteration CPU Running Time,# of agents,Avg Travel Time (min),Avg Waiting Time at Origin (min),Avg Trip Time Index=(Mean TT/Free-flow TT),Avg Distance,Avg Speed,Avg CO (g),% considering to switch,% switched,% completing trips,network clearance time (in min),Avg User Equilibirum (UE) gap (min),Relative UE gap (%),ODME: number of data points,ODME: Absolute link count error,ODME: % link count error,ODME: slope =observed/estimated link count,ODME: r_squared link count,travel_time_ 6:30,travel_time_ 6:45,travel_time_ 7:00,travel_time_ 7:15,travel_time_ 7:30,travel_time_ 7:45,travel_time_ 8:00,travel_time_ 8:15,travel_time_ 8:30,travel_time_ 8:45,travel_time_ 9:00,travel_time_ 9:15,Avg UE gap_ 6:30,Avg UE gap_ 6:45,Avg UE gap_ 7:00,Avg UE gap_ 7:15,Avg UE gap_ 7:30,Avg UE gap_ 7:45,Avg UE gap_ 8:00,Avg UE gap_ 8:15,Avg UE gap_ 8:30,Avg UE gap_ 8:45,Avg UE gap_ 9:00,Avg UE gap_ 9:15,Relative UE gap_ 6:30,Relative UE gap_ 6:45,Relative UE gap_ 7:00,Relative UE gap_ 7:15,Relative UE gap_ 7:30,Relative UE gap_ 7:45,Relative UE gap_ 8:00,Relative UE gap_ 8:15,Relative UE gap_ 8:30,Relative UE gap_ 8:45,Relative UE gap_ 9:00,Relative UE gap_ 9:15,
22,00:02:15,00:00:06,88666,23.87,0,3.7746,3.61173,9.07849,14209,5.00079,5.00079,100,1440, ,0, , , , , ,8.10805,11.7343,14.7681,17.1807,19.9431,22.9907,25.2695,28.472,31.6464,34.4612,36.1934,35.6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,00:02:21,00:00:06,88666,23.3016,0,3.67694,3.61276,9.30262,13979.4,5.00079,5.00079,100,1440, ,0, , , , , ,8.05531,11.6926,14.3129,16.6933,19.3063,22.0914,25.018,28.8478,31.0825,33.5375,34.6983,34.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,00:02:30,00:00:09,88666,22.461,0,3.54587,3.60504,9.63016,13617,4.99289,4.99289,100,1440, ,0, , , , , ,8.05574,11.5959,13.9398,16.5297,18.8116,21.2821,24.1209,27.3456,29.2618,31.7876,33.3251,33.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,00:02:39,00:00:09,88666,22.0964,0,3.48971,3.60511,9.78923,13461,5.00417,5.00417,100,1440, ,0, , , , , ,8.01146,11.3517,13.715,16.2617,18.4131,20.7763,23.9747,27.0077,29.1053,31.355,32.1685,32.9687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,00:02:46,00:00:07,88666,21.5695,0,3.40005,3.60464,10.027,13245.5,5.00192,5.00192,100,1440, ,0, , , , , ,8.02134,11.2914,13.5159,15.9705,17.9177,20.2432,23.3853,26.1277,28.4149,30.2512,31.199,32.4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,00:02:53,00:00:07,88666,21.543,0,3.38402,3.60988,10.054,13248.7,5.00192,5.00192,100,1440, ,0, , , , , ,8.02015,11.091,13.3549,15.5804,17.6315,20.3537,23.6348,26.7593,28.7558,30.2092,30.7205,32.3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,00:02:59,00:00:06,88666,21.3516,0,3.33522,3.61793,10.1667,13189.3,4.99966,4.99966,100,1440, ,0, , , , , ,7.97665,10.8792,13.356,15.3145,17.5544,20.5988,23.5469,26.3649,28.1655,29.199,30.4944,32.7289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,00:03:06,00:00:07,88666,21.5317,0,3.3444,3.6241,10.0989,13289.9,5.00305,5.00305,100,1440, ,0, , , , , ,7.97811,10.8973,13.3639,15.3223,18.1776,21.6051,23.6744,26.0385,27.4671,29.1788,31.5475,33.0884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,00:03:12,00:00:06,88666,21.3284,0,3.30438,3.627,10.2033,13214.7,5.00305,5.00305,100,1440, ,0, , , , , ,7.93297,10.7088,13.4419,15.1634,17.5422,20.9307,23.0145,25.1035,27.0419,29.1847,32.2733,33.5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,00:03:21,00:00:09,88666,21.5526,0,3.32537,3.63585,10.1218,13327.9,4.97823,4.97823,100,1440, ,0, , , , , ,7.92888,10.8174,13.4754,15.3122,18.2229,21.4525,23.5097,25.1875,27.2167,29.2841,32.2256,33.9624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,00:03:29,00:00:08,88666,20.8464,0,3.21422,3.63134,10.4517,13029.7,5.00305,5.00305,100,1440, ,0, , , , , ,7.94242,10.8716,13.3983,15.1869,17.675,20.2445,22.0579,24.3705,26.2514,27.9047,30.8365,33.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,00:03:38,00:00:09,88666,20.9903,0,3.241,3.62846,10.3718,13085.7,4.99289,4.99289,100,1440, ,0, , , , , ,7.88225,10.7263,13.265,14.7544,17.4062,20.0768,22.3846,23.9868,25.9248,28.7143,32.0302,34.7023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,00:03:50,00:00:12,88666,20.7643,0,3.20354,3.63598,10.5064,12992.7,4.97147,4.97147,100,1440, ,0, , , , , ,7.92253,10.7644,13.325,14.7844,17.728,19.8751,21.7928,24.0176,25.9981,27.9518,31.188,33.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,00:04:02,00:00:12,88666,20.4081,0,3.14073,3.64606,10.7194,12851.6,5.00305,5.00305,100,1440, ,0, , , , , ,7.8755,10.7359,13.3569,14.5217,17.1071,19.2133,21.4557,23.7833,25.4233,27.6215,30.9063,32.8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,00:04:13,00:00:11,88666,20.8395,0,3.21036,3.64588,10.497,13032.4,5.00305,5.00305,100,1440, ,0, , , , , ,7.87459,10.7713,13.172,14.6215,18.0681,19.9525,21.957,24.297,25.9258,28.0221,31.8011,33.5819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,00:04:23,00:00:10,88666,21.0781,0,3.24767,3.64477,10.3751,13133.2,5.00417,5.00417,100,1440, ,0, , , , , ,7.84149,10.6739,13.3079,14.4648,18.2007,20.0663,22.625,24.3401,25.8662,29.0261,32.4086,34.0838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,00:04:34,00:00:11,88666,21.1497,0,3.25727,3.65028,10.3556,13164.8,5.00417,5.00417,100,1440, ,0, , , , , ,7.84513,10.6368,13.3295,14.633,18.6524,20.0921,22.4184,24.062,26.0273,29.5915,32.6176,33.8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,00:04:44,00:00:10,88666,21.4392,0,3.29115,3.65853,10.2388,13301.2,5.00305,5.00305,100,1440, ,0, , , , , ,7.80877,10.5681,12.9599,15.0865,19.0209,20.0794,22.8596,23.9412,26.3464,30.4356,33.4407,34.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,00:04:56,00:00:12,88666,21.5006,0,3.30981,3.65193,10.1912,13316.7,4.99966,4.99966,100,1440, ,0, , , , , ,7.8044,10.8033,12.9647,15.4624,18.614,20.0965,22.9038,24.4236,27.5286,30.9272,32.7653,33.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,00:05:07,00:00:11,88666,21.5504,0,3.32327,3.64727,10.1546,13329.9,5.00079,5.00079,100,1440, ,0, , , , , ,7.83888,10.8288,13.1822,15.3073,18.2044,20.5276,23.0535,24.5564,27.4317,31.2007,32.7915,33.6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,00:05:19,00:00:12,88666,21.1965,0,3.26517,3.65595,10.3487,13182.4,5.00417,5.00417,100,1440, ,0, , , , , ,7.79686,10.7415,13.029,14.9686,17.257,20.4082,22.9102,24.5371,27.2332,30.0349,31.6721,33.7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,00:05:29,00:00:10,88666,21.4073,0,3.29688,3.6619,10.2635,13273.8,4.99966,4.99966,100,1440, ,0, , , , , ,7.81697,10.7186,13.1308,15.0461,17.2859,20.4385,23.0133,24.8393,27.2941,29.7961,32.6824,34.7919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,00:05:39,00:00:10,88666,21.4709,0,3.31683,3.65776,10.2215,13287,5.0053,5.0053,100,1440, ,0, , , , , ,7.80515,10.6306,13.0437,15.0835,16.9897,20.067,22.9932,24.9024,27.9091,30.2572,33.0665,34.8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,00:05:50,00:00:11,88666,21.8306,0,3.38267,3.64738,10.0246,13426.3,5.00192,5.00192,100,1440, ,0, , , , , ,7.75545,10.5766,13.3336,15.438,17.657,20.6481,23.3089,25.3674,27.9368,30.4783,33.2858,36.1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,00:06:01,00:00:11,88666,21.9225,0,3.3901,3.6474,9.98264,13474,4.99402,4.99402,100,1440, ,0, , , , , ,7.76794,10.6725,13.3516,16.2841,17.7263,20.4816,23.0165,24.9692,27.661,30.7795,34.0284,36.2981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,00:06:12,00:00:11,88666,21.794,0,3.36296,3.64563,10.0366,13428.3,4.99628,4.99628,100,1440, ,0, , , , , ,7.80845,10.5895,14.2533,16.2379,17.7718,20.9231,22.8971,24.9548,27.4067,29.6502,33.4404,35.5629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,00:06:23,00:00:11,88666,21.3896,0,3.30005,3.65149,10.2428,13255.8,5.00079,5.00079,100,1440, ,0, , , , , ,7.7583,10.4196,13.7606,15.6082,17.0471,20.921,22.9035,24.707,26.7734,29.3761,32.9253,34.4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,00:06:33,00:00:10,88666,21.5428,0,3.31729,3.65762,10.1871,13328.8,5.00192,5.00192,100,1440, ,0, , , , , ,7.77794,10.5009,13.3767,15.5688,17.1209,21.0736,22.8786,24.4214,26.5769,30.2416,33.7771,35.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,00:06:45,00:00:12,88666,22.261,0,3.41406,3.67179,9.89654,13650.7,5.00079,5.00079,100,1440, ,0, , , , , ,7.81057,10.5488,14.4211,16.0177,17.7419,21.1101,23.1579,24.7191,28.0117,32.374,35.8733,35.3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


--Time Dependent Network MOE--,60 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,number_vehicles_entering_network,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,
360, 6:00,0,0,0,0,2.48309e+06,13.0054,2.2267,3.36507,15.5247,

--Time Dependent Network MOE--,30 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,number_vehicles_entering_network,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,
390, 6:30,467,0,467,467,2.48309e+06,13.0054,2.2267,3.36507,15.5247,
420, 7:00,15251,10175,5076,14784,2.59835e+06,25.5688,4.20832,3.5177,8.25467,
450, 7:30,30029,22811,7218,14778,2.62009e+06,35.3112,5.6673,3.54641,6.02598,
480, 8:00,44820,35588,9232,14791,2.64557e+06,41.8363,6.64092,3.57558,5.12796,
510, 8:30,59618,48318,11300,14798,2.65025e+06,46.3693,7.36877,3.58166,4.63452,
540, 9:00,74397,61684,12713,14779,2.69802e+06,49.1941,7.54564,3.65536,4.45829,
570, 9:30,88666,74153,14513,14269,0,0,0,0,0,
600,10:00,88666,84036,4630,0,0,0,0,0,0,
630,10:30,88666,87782,884,0,0,0,0,0,0,

--Time Dependent Network MOE--,15 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,number_vehicles_entering_network,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,
390, 6:30,467,0,467,467,1.18535e+06,9.56425,1.69434,3.22193,20.2123,
405, 6:45,7844,3990,3854,7377,1.29774e+06,16.427,2.72177,3.5074,12.8109,
420, 7:00,15251,10175,5076,7407,1.26623e+06,22.8098,3.84899,3.42967,9.02155,
435, 7:15,22656,16604,6052,7405,1.33212e+06,28.326,4.55015,3.60569,7.63756,
450, 7:30,30029,22811,7218,7373,1.31243e+06,33.3547,5.36462,3.54806,6.38241,
465, 7:45,37427,29301,8126,7398,1.30766e+06,37.2729,5.96952,3.54475,5.70615,
480, 8:00,44820,35588,9232,7393,1.32101e+06,40.418,6.41974,3.56453,5.29149,
495, 8:15,52213,41809,10404,7393,1.32456e+06,43.2596,6.86262,3.58667,4.97463,
510, 8:30,59618,48318,11300,7405,1.32531e+06,45.4164,7.25677,3.57902,4.72827,
525, 8:45,67005,55015,11990,7387,1.32494e+06,47.3238,7.47974,3.58431,4.5444,
540, 9:00,74397,61684,12713,7392,1.34804e+06,48.9415,7.5432,3.6463,4.47019,
555, 9:15,81806,68064,13742,7409,1.34998e+06,49.4476,7.54807,3.66445,4.44647,
570, 9:30,88666,74153,14513,6860,0,0,0,0,0,
585, 9:45,88666,79807,8859,0,0,0,0,0,0,
600,10:00,88666,84036,4630,0,0,0,0,0,0,
615,10:15,88666,86258,2408,0,0,0,0,0,0,
630,10:30,88666,87782,884,0,0,0,0,0,0,

--Time Dependent Network MOE--,5 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,number_vehicles_entering_network,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,
390, 6:30,467,0,467,467,393023,6.8522,1.21392,3.22414,28.2316,
395, 6:35,2921,333,2588,2454,394842,9.56016,1.69624,3.21794,20.196,
400, 6:40,5404,2065,3339,2483,397484,12.2496,2.16667,3.22371,15.7902,
405, 6:45,7844,3990,3854,2440,430069,14.2007,2.35259,3.5079,14.8214,
